0.050000 0.001438 0.002438
0.100000 0.005514 0.009508
0.150000 0.011883 0.020855
0.200000 0.020222 0.036133
0.250000 0.030228 0.055013
0.300000 0.041620 0.077174
0.350000 0.054135 0.102310
0.400000 0.067529 0.130128
0.450000 0.081580 0.160343
0.500000 0.096082 0.192687
0.550000 0.110847 0.226900
0.600000 0.125707 0.262736
0.650000 0.140508 0.299959
0.700000 0.155114 0.338347
0.750000 0.169404 0.377686
0.800000 0.183272 0.417775
0.850000 0.196624 0.458423
0.900000 0.209381 0.499451
0.950000 0.221477 0.540689
1.000000 0.232857 0.581977
1.050000 0.243475 0.623166
1.100000 0.253297 0.664117
1.150000 0.262299 0.704698
1.200000 0.270462 0.744790
1.250000 0.277780 0.784280
1.300000 0.284249 0.823063
1.350000 0.289874 0.861046
1.400000 0.294665 0.898141
1.450000 0.298638 0.934268
1.500000 0.301811 0.969357
1.550000 0.304208 1.003342
1.600000 0.305856 1.036167
1.650000 0.306784 1.067779
1.700000 0.307023 1.098135
1.750000 0.306608 1.127197
1.800000 0.305572 1.154932
1.850000 0.303951 1.181313
1.900000 0.301783 1.206319
1.950000 0.299103 1.229932
2.000000 0.295950 1.252141
2.050000 0.292358 1.272939
2.100000 0.288366 1.292322
2.150000 0.284008 1.310291
2.200000 0.279319 1.326851
2.250000 0.274334 1.342010
2.300000 0.269084 1.355778
2.350000 0.263603 1.368170
2.400000 0.257919 1.379204
2.450000 0.252063 1.388897
2.500000 0.246063 1.397273
2.550000 0.239943 1.404356
2.600000 0.233730 1.410171
2.650000 0.227447 1.414746
2.700000 0.221115 1.418111
2.750000 0.214755 1.420296
2.800000 0.208387 1.421334
2.850000 0.202027 1.421257
2.900000 0.195693 1.420100
2.950000 0.189399 1.417897
3.000000 0.183159 1.414684
3.050000 0.176985 1.410497
3.100000 0.170889 1.405372
3.150000 0.164881 1.399346
3.200000 0.158970 1.392455
3.250000 0.153163 1.384738
3.300000 0.147469 1.376230
3.350000 0.141893 1.366969
3.400000 0.136439 1.356990
3.450000 0.131114 1.346331
3.500000 0.125920 1.335027
3.550000 0.120860 1.323114
3.600000 0.115936 1.310627
3.650000 0.111151 1.297600
3.700000 0.106505 1.284067
3.750000 0.101998 1.270063
3.800000 0.097632 1.255618
3.850000 0.093405 1.240766
3.900000 0.089317 1.225537
3.950000 0.085366 1.209962
4.000000 0.081552 1.194071
4.050000 0.077873 1.177892
4.100000 0.074326 1.161454
4.150000 0.070910 1.144783
4.200000 0.067621 1.127906
4.250000 0.064458 1.110848
4.300000 0.061418 1.093634
4.350000 0.058498 1.076288
4.400000 0.055695 1.058833
4.450000 0.053006 1.041289
4.500000 0.050428 1.023679
4.550000 0.047957 1.006023
4.600000 0.045592 0.988340
4.650000 0.043328 0.970649
4.700000 0.041162 0.952966
4.750000 0.039091 0.935310
4.800000 0.037112 0.917697
4.850000 0.035222 0.900140
4.900000 0.033417 0.882656
4.950000 0.031696 0.865257
5.000000 0.030053 0.847957
5.050000 0.028488 0.830767
5.100000 0.026996 0.813700
5.150000 0.025575 0.796767
5.200000 0.024221 0.779976
5.250000 0.022933 0.763338
5.300000 0.021708 0.746862
5.350000 0.020543 0.730555
5.400000 0.019435 0.714426
5.450000 0.018382 0.698481
5.500000 0.017382 0.682727
5.550000 0.016432 0.667169
5.600000 0.015531 0.651814
5.650000 0.014675 0.636666
5.700000 0.013863 0.621730
5.750000 0.013093 0.607008
5.800000 0.012363 0.592506
5.850000 0.011671 0.578226
5.900000 0.011016 0.564170
5.950000 0.010395 0.550341
6.000000 0.009807 0.536741
6.050000 0.009250 0.523371
6.100000 0.008723 0.510233
6.150000 0.008225 0.497327
6.200000 0.007753 0.484654
6.250000 0.007307 0.472214
6.300000 0.006886 0.460007
6.350000 0.006487 0.448033
6.400000 0.006110 0.436292
6.450000 0.005755 0.424783
6.500000 0.005419 0.413504
6.550000 0.005101 0.402454
6.600000 0.004802 0.391633
6.650000 0.004519 0.381039
6.700000 0.004252 0.370669
6.750000 0.004000 0.360522
6.800000 0.003763 0.350597
6.850000 0.003539 0.340890
6.900000 0.003328 0.331401
6.950000 0.003129 0.322125
7.000000 0.002941 0.313061
7.050000 0.002764 0.304206
7.100000 0.002598 0.295558
7.150000 0.002441 0.287113
7.200000 0.002293 0.278870
7.250000 0.002154 0.270824
7.300000 0.002023 0.262974
7.350000 0.001900 0.255315
7.400000 0.001784 0.247846
7.450000 0.001675 0.240562
7.500000 0.001572 0.233462
7.550000 0.001476 0.226541
7.600000 0.001385 0.219796
7.650000 0.001299 0.213225
7.700000 0.001219 0.206824
7.750000 0.001144 0.200590
7.800000 0.001073 0.194520
7.850000 0.001006 0.188611
7.900000 0.000943 0.182859
7.950000 0.000885 0.177261
8.000000 0.000829 0.171815
8.050000 0.000777 0.166516
8.100000 0.000729 0.161362
8.150000 0.000683 0.156350
8.200000 0.000640 0.151477
8.250000 0.000600 0.146739
8.300000 0.000562 0.142134
8.350000 0.000526 0.137659
8.400000 0.000493 0.133310
8.450000 0.000462 0.129085
8.500000 0.000432 0.124980
8.550000 0.000405 0.120994
8.600000 0.000379 0.117123
8.650000 0.000355 0.113365
8.700000 0.000332 0.109716
8.750000 0.000311 0.106174
8.800000 0.000291 0.102736
8.850000 0.000272 0.099400
8.900000 0.000255 0.096163
8.950000 0.000238 0.093023
9.000000 0.000223 0.089977
9.050000 0.000209 0.087023
9.100000 0.000195 0.084158
9.150000 0.000183 0.081379
9.200000 0.000171 0.078686
9.250000 0.000160 0.076075
9.300000 0.000149 0.073544
9.350000 0.000140 0.071092
9.400000 0.000130 0.068715
9.450000 0.000122 0.066412
9.500000 0.000114 0.064181
9.550000 0.000107 0.062020
9.600000 0.000100 0.059926
9.650000 0.000093 0.057899
9.700000 0.000087 0.055935
9.750000 0.000081 0.054034
9.800000 0.000076 0.052193
9.850000 0.000071 0.050412
9.900000 0.000066 0.048687
9.950000 0.000062 0.047018
10.000000 0.000058 0.045402
