0010	 0.0000
0020	 0.0000
0030	 0.0070
0040	 0.1266
0050	 0.4058
0060	 0.6624
0070	 0.8302
0080	 0.9150
0100	 0.9823
0150	 0.9994
0200	 1.0000
0250	 1.0000
0300	 1.0000
