0000000,39157575.38889
0000001,39157482.11111
0000002,39157388.83333
0000003,39157295.55556
0000004,39157202.27778
0000005,39157109.00000
0000006,39157015.72222
0000007,39156922.44444
0000008,39156829.16667
0000009,39156735.88889
0000010,39156642.61111
0000011,39156549.33333
0000012,39156456.05556
0000013,39156362.77778
0000014,39156269.50000
0000015,39156176.22222
0000016,39156082.94444
0000017,39155989.66667
0000018,39155896.38889
0000019,39155803.11111
